Timestamp,Username,VideoID,Comment,Date,source,comment_length,word_count,processed_comment
2026-02-13T19:46:52Z,@DoroteusNiki,D9jL8fLw-SI,"Gini dong jadi pejabat klu bohong jangan pakai malu.
Bagus dengan saran Ahok 15 ribu berikan kepada orang tuanya langsung. Mbg yg ada bukan harga 15 ribu boleh ditafsirkan 6/7 ribuan perporsi",2026-02-13T19:46:52Z,Merdeka,191.0,32.0,gin jabat bohong jangan pakai malu bagus saran ahok 15 ribu ikan orang tua langsung bukan harga 15 ribu tafsir 6 7 ribu porsi
2026-01-13T08:42:21Z,@Jagokontruksi,D9jL8fLw-SI,"Begitu ternyata cara mereka kerja meskipun fakta Dilapangan carut-marut   tapi bikin laporan bagus tanpa rasa malu dan ironisnya Presiden percaya....

MBG inilah yang bikin Kepercayaan rakyat menurun bahkan kalau hari ini ada pilpres Prabowo gak mungkin dipilih lagi..",2026-01-13T08:42:21Z,Merdeka,268.0,38.0,nyata cara kerja meski fakta lapang kacau acak acak bikin lapor bagus rasa malu ironis presiden percaya ini bikin percaya rakyat turun bahkan hari milu presiden prabowo mungkin pilih
2026-01-05T02:50:32Z,@sopiangsyah1579,D9jL8fLw-SI,"Pelayanan dan imformasi pihak BGN di daerah tidak baik pak persiden,kami sdh selesai membangun tapi belum jga di byr2",2026-01-05T02:50:32Z,Merdeka,117.0,19.0,layan imformasi pihak bgn daerah baik persiden bangun jga byr2
2025-12-30T02:00:02Z,@RONNYALEXANDER-x2m,D9jL8fLw-SI,"Disaat MBG menyerap ayam, susu, ikan, daging, dll disitulah harga ayam naik dipasar.
Disaat itulah juga para ibu menjerit karena barang tersebut sudah naik tinggi karena kelangkaan stock.
Coba kalau uang MBG diberikan ke orang tua murid semua terjaga harga stabil tapi transaksi naik di pasar",2025-12-30T02:00:02Z,Merdeka,292.0,46.0,saat serap ayam susu ikan daging lainlain situ harga ayam naik pasar saat ibu jerit barang sebut naik tinggi langka stock coba uang beri orang tua murid semua jaga harga stabil transaksi naik pasar
2025-12-29T22:02:10Z,@MasiahMasiah-j4z,D9jL8fLw-SI,"Laporkan juga menu roti 1000, buah potong 3 uprit,sambal secubit,, susu 2000 gitu dong jgn yg wah2 saja yg wihhh jg dong",2025-12-29T22:02:10Z,Merdeka,120.0,22.0,lapor menu roti 1000 buah potong 3 uprit sambal cubit susu 2000 jangan wah2 wihhh
2025-12-25T10:20:06Z,@erdiwarliyantoofficial,D9jL8fLw-SI,daerah saya gk ada nasi goreng pas pak Presiden ulang tahun mbg nya,2025-12-25T10:20:06Z,Merdeka,67.0,13.0,daerah nasi goreng presiden ulang tahun
2025-12-25T06:15:17Z,@angeliaramadhan839,D9jL8fLw-SI,50 orang yang kerja itu para penjilat mbg bukan karena seleksi ,2025-12-25T06:15:17Z,Merdeka,63.0,11.0,50 orang kerja jilat bukan seleksi
2025-12-24T22:02:35Z,@AfifSyabil-s6r,D9jL8fLw-SI,Pembohongan gila 58 triliunan uang rakyat dipake utk begini..,2025-12-24T22:02:35Z,Merdeka,61.0,9.0,bohong gila 58 triliun uang rakyat guna begini
2025-12-23T06:26:48Z,@antoxnovan6452,D9jL8fLw-SI,"Itu laporanya bohong pak, coba cek aja 1 hari 1 ekor sapi per sppg gila bener sampai sekolahan jadi jajan pasar itu sapinya kemana ya",2025-12-23T06:26:48Z,Merdeka,133.0,25.0,laporanya bohong coba periksa 1 hari 1 ekor sapi per sppg gila benar sekolah jajan pasar sapi
2025-12-22T15:44:18Z,@MarshaRamadani-v1z,D9jL8fLw-SI,Bohongggg.. bapak president harus terjun langsung tanpa BGN tau...1 lele dari mana...modusssss,2025-12-22T15:44:18Z,Merdeka,94.0,12.0,bohongggg president terjun langsung bgn tahu 1 ikan lele modusssss
2025-12-22T04:15:23Z,@mohamadsabriidris123,D9jL8fLw-SI,Ada MBG nya hanya snack ???,2025-12-22T04:15:23Z,Merdeka,27.0,6.0,snack
2025-12-22T03:53:09Z,@alishoper,D9jL8fLw-SI,Tipu tipu,2025-12-22T03:53:09Z,Merdeka,9.0,2.0,tipu tipu
2025-12-20T02:27:57Z,@aizadewie,D9jL8fLw-SI,"woiii 
rakyat tidak setuju danctidak percaya dgn programMBG woiii stop MBG rakyat menderita woiii tolong jgn bacot terus",2025-12-20T02:27:57Z,Merdeka,120.0,18.0,woiii rakyat tuju danctidak percaya dgn programmbg woiii stop rakyat derita woiii mohon bantu jangan bacot terus
2025-12-18T04:49:55Z,@mankeong6915,D9jL8fLw-SI,Mana lelenya ga pernah dapet ,2025-12-18T04:49:55Z,Merdeka,29.0,5.0,lele pernah
2025-12-18T02:56:16Z,@warnawarni1329,D9jL8fLw-SI,"Porsinya terlalu dikit, terlalu kecil ,sepertinya hanya syarat saja tidak bikin kenyang untuk anak SMP dan sma",2025-12-18T02:56:16Z,Merdeka,110.0,17.0,porsi terlalu sedikit terlalu kecil seperti syarat bikin kenyang anak sekolah tengah pertama sekolah tengah
2025-12-18T00:55:49Z,@KhintAAaaaaa,D9jL8fLw-SI,"Kemaren menunya nasgor ada yg basi bpk..., 
Ibu2 banyak yg tanya sebenarnya anggaran berapa. Kok kadang gk sesuai, roti 2 ribuan, susu kotak 1 , buahnya salak, kadang belimbing, udah ukuranya kecil mentah pula, 
Tolong pengawasanya diperketat, para ahli gizi tolong cari yg bener2 ahli. Gk asal2an. kasian ank2, 
Padahal pemerintah pusat sudah sangat perhatian dengan pemenuhan gizi untuk anak2,",2025-12-18T00:55:49Z,Merdeka,395.0,60.0,menu nasgor basi bpk ibu2 banyak tanya benar anggar berapa kadang sesuai roti 2 ribu susu kotak 1 buah salak kadang belimbing ukuranya kecil mentah mohon bantu pengawasanya ketat pakar gizi mohon bantu cari benar pakar asal2an kasi ank2 padahal perintah pusat sangat perhati penuh gizi anak2
2025-12-17T21:23:43Z,@hendrizal4233,D9jL8fLw-SI,Kami di sekolah kecamatan danau kerinci barat kerinci jambi.. Kasian anak sekolah kami belum mendapatkan MBG program pemerintah. Selama setahun ini... Mereka punya hak sama dengan siswa Indonesia lainnya.. Mohon perhatian nya. Pak presiden. Apakah ini kesengajaan atau bagaimana.,2025-12-17T21:23:43Z,Merdeka,279.0,39.0,sekolah camat danau kerinci barat kerinci jambi kasi anak sekolah dapat program perintah lama tahun punya bebas siswa indonesia lain mohon perhati presiden sengaja bagaimana
2025-12-17T21:25:56Z,@hendrizal4233,D9jL8fLw-SI,Lebih baik. MBG dikelola Sekolah Masing-masing dengan didampingi pihak kesehatan dlln. Atau tunai saja pada orang tua masing-masing.,2025-12-17T21:25:56Z,Merdeka,132.0,18.0,lebih baik kelola sekolah masing masing damping pihak sehat dlln tunai orang tua masing masing
2025-12-17T14:31:28Z,@lindairawati8805,D9jL8fLw-SI,"Maaf klo yg sy tau n liat tiap hri MBG menunya ga sesuai yg di laporin k pk Presiden. lele 1... paling cm aym di potong tipis2 tepungnya yg byk...g prnh liat ada daging sapi...cm  ayam,telor,mie spagheti,mie aym itupun aymnya sedikit.",2025-12-17T14:31:28Z,Merdeka,234.0,41.0,maaf tahu n lihat tiap hri menu sesuai laporin k pk presiden ikan lele 1 paling cuma aym potong tipis2 tepung banyak prnh lihat daging sapi cuma ayam telur mi spagheti mi aym aymnya sedikit
2025-12-17T11:47:01Z,@zhahirasofia8873,D9jL8fLw-SI,"Beritanya MEMALUKAN PAK PRABOWO SERING KERACUNAN, pakPRABOWO NIAT BAIK tapi ... PKI PKI di sekitarnya BERBAHAYA krn mereka TIDAK PUNYA NURANI mereka cari celah untuk MENGGARONG UANG DENGAN SEGALA CARA tidak punya MALU",2025-12-17T11:47:01Z,Merdeka,217.0,33.0,berita malu prabowo sering racun pakprabowo niat baik pki pki sekitar bahaya punya nurani cari celah garong uang segala cara punya malu
2025-12-17T11:28:41Z,@ardanykresnaariatmaja1219,D9jL8fLw-SI,"Terang terangan presiden di kibulin, rakyat di bohongi, sabar betul ini rakyat indonesia",2025-12-17T11:28:41Z,Merdeka,88.0,13.0,terang terang presiden kibulin rakyat bohong sabar betul rakyat indonesia
2025-12-17T11:26:10Z,@bisrieanime1715,D9jL8fLw-SI,YANG DISAMPAIKAN ADA YG KURANG TEPAT,2025-12-17T11:26:10Z,Merdeka,36.0,6.0,sampai cukup tepat
2025-12-17T09:33:45Z,@robykusuma3638,D9jL8fLw-SI,Luar biasa sekali ngibul nya ,2025-12-17T09:33:45Z,Merdeka,29.0,5.0,luar lumrah sekali ngibul
2025-12-17T08:46:43Z,@JoyyudiYudi,D9jL8fLw-SI,"YANG MAKAN  KOQ ANAK ANAK ORANG KAYA KAYA BERADA DI KOTA KOTA SAJA
KAMI DI PELOSOK PELOSOK DESA DAN ANAK ANAK BURUH KULI TANI GAK KEBAGIAN 

INI PROGAM KEBLINGER",2025-12-17T08:46:43Z,Merdeka,161.0,29.0,makan koq anak anak orang kaya kaya ada kota kota pelosok pelosok desa anak anak buruh kuli tani bagi progam keblinger
2025-12-17T06:11:41Z,@nungkyadeliya7115,D9jL8fLw-SI,"Allhamdulilah telur terus naik, peternak senang",2025-12-17T06:11:41Z,Merdeka,47.0,6.0,allhamdulilah telur terus naik ternak senang
2025-12-17T05:23:43Z,@dediagus6506,D9jL8fLw-SI,"bpk presiden nya ini ke bayang lele nya lele jumbo 
pak presiden lebih ngerti sikit napa pak, harusnya yang bapak tanya masalah di lapangan, jgn asl terima laporan",2025-12-17T05:23:43Z,Merdeka,163.0,28.0,bpk presiden bayang ikan lele ikan lele jumbo presiden lebih erti sikit napa harus tanya masalah lapang jangan asl terima lapor
2025-12-17T04:52:33Z,@Haraza82,D9jL8fLw-SI,"MBG dari sppg tlumpu Sukorejo kota Blitar Jawa Timur mulai tgl 15 desember 2025 diliburkan sampai waktu yg tidak ditentukan karna dana dari pemerintah belum cair... laporan dana sudah terserap,terserap dimana..Pak Purbaya tolong di kroscek..",2025-12-17T04:52:33Z,Merdeka,241.0,35.0,sppg tlumpu sukorejo kota blitar jawa timur tanggal 15 desember 2025 libur waktu tentu dana perintah cair lapor dana serap serap purbaya mohon bantu kroscek
2025-12-17T02:52:27Z,@ekasovianingrum6074,D9jL8fLw-SI,"Asal bapk senang  ,  buktinya harga yg BGN kasih k umkm jauh dr kt wajar,  masa roti abon d hargain 1500 .  UMKM menjerit pa pres",2025-12-17T02:52:27Z,Merdeka,129.0,26.0,asal bapk senang bukti harga bgn k umkm jauh kt wajar masa roti abon d hargain 1500 umkm jerit pa pres
2025-12-17T01:30:02Z,@philipsilaban3621,D9jL8fLw-SI,BGN.... Menjadi MBG..... 1200T / hari.,2025-12-17T01:30:02Z,Merdeka,38.0,6.0,bgn jadi 1200t hari
2025-12-17T01:16:35Z,@MuhammadZein-f5f,D9jL8fLw-SI,Mending sppg tutup aja pak Prabowo terlalu banyak korupsi sppg daerah tidak sesuai,2025-12-17T01:16:35Z,Merdeka,82.0,13.0,lebih baik sppg prabowo terlalu banyak korupsi sppg daerah sesuai
2025-12-17T00:54:14Z,@Sunefosenefo,D9jL8fLw-SI,Tolong dibuka Kotak Pos Pengaduan BGN yg BPK Periksa langsung. Biar Ortu yg kirim Laporan langsung,2025-12-17T00:54:14Z,Merdeka,98.0,16.0,mohon bantu buka kotak pos adu bgn bpk periksa langsung biar orang tua kirim lapor langsung
2025-12-17T00:51:05Z,@Sunefosenefo,D9jL8fLw-SI,Tolong Audit Dana Desa dan BGN secara menyeluruh. Hidupkan BPD yg melibatkan Masyarakat.Kritis.!!!,2025-12-17T00:51:05Z,Merdeka,98.0,13.0,mohon bantu audit dana desa bgn seluruh hidup bpd libat masyarakat kritis
2025-12-17T00:13:27Z,@sutanpurnama6915,D9jL8fLw-SI,"Usul, barangkali ada yang minat membuat konten YouTube  memfoto dan memvideo  menu MBG setiap hari tanpa putus di sekolahnya, kemudian di viralkan...
Barangkali bisa jadi langkah untuk monitoring terhadap menu dan gizi makanan yang di sajikan untuk anak anak kita...",2025-12-17T00:13:27Z,Merdeka,266.0,40.0,usul barangkali minat buat konten youtube foto video menu hari putus sekolah kemudian viralkan barangkali langkah monitoring menu gizi makan saji anak anak
2025-12-16T23:23:42Z,@RTA-j5k,D9jL8fLw-SI,"Presiden sebaiknya memerintahkan Komdigi utk membuat sistem IT yang memperlihatkan semua alur operasional dan alur pembiayaan program MBG , lengkap dengan nama2 pihak2 yang terlibat dalam kegiatan MBG sehingga setiap saat dapat dipantau oleh semua pihak terkait dan masyarakat",2025-12-16T23:23:42Z,Merdeka,276.0,39.0,presiden baik perintah komdigi buat sistem teknologi informasi lihat semua alur operasional alur biaya program lengkap nama2 pihak2 libat giat pantau semua pihak kait masyarakat
2025-12-16T23:15:37Z,@NanikAstutifujianti,D9jL8fLw-SI,Pak disekolah sy smskli GK prnh mkn lele aplgi daging sapi. Ikan nilax aja cmn sepotong dksh.,2025-12-16T23:15:37Z,Merdeka,93.0,17.0,seko smskli prnh makan ikan lele aplgi daging sapi ikan nilax cmn potong dksh
2025-12-16T20:53:04Z,@khlazzk4,D9jL8fLw-SI,"Astagfirullahaladzim banyak BOHONGNYA omongan ini orang coba cek langsung KELAPANGAN menu MBG ke SDN di kota Bekasi Jawa Barat, juga untuk menjadi TENAGA KERJAnya tidak TRANSPARAN, percuma semua di DETAILKAN di sini karena tidak akan diRespon",2025-12-16T21:00:33Z,Merdeka,242.0,36.0,astagfirullahaladzim banyak bohong omong orang coba periksa langsung lapang menu sdn kota bekas jawa barat jadi tenaga kerja transparan percuma semua detail sini direspon
2025-12-16T18:51:10Z,@SitiAisyah-lz3qz,D9jL8fLw-SI,"Bohong mna ada daging menu  ,BPK Prabowo byk di bohongi Ama Mentri 2 🇮🇩 kasihan kali lh Prabowo menjadi persiden,",2025-12-16T18:51:10Z,Merdeka,113.0,20.0,bohong mna daging menu bpk prabowo banyak bohong tri 2 kasihan kali lh prabowo jadi persiden
2025-12-16T18:09:17Z,@mecariberkah-t8t,D9jL8fLw-SI,"Program MBG bagus,tapi dalam pengelolaannya hanya jadi lahan korupsi,dan keutungan besar para oknum pejabat dan keluarganya",2025-12-16T18:09:17Z,Merdeka,123.0,16.0,program bagus kelola lahan korupsi keutungan besar oknum jabat keluarga
2025-12-16T16:33:13Z,@MarkoKomar-lu3dy,D9jL8fLw-SI,LAMPUNG ??? Perlu Ditelusuri Betul2 Untuk Provinsi Lampung Untuk SPPG Karena Di Kabupaten Saya Belum terlihat Hilalnya!!! Fiktif Jangan2,2025-12-16T16:33:13Z,Merdeka,136.0,19.0,lampung perlu telusur betul2 provinsi lampung sppg kabupaten nampak hilal fiktif jangan2
2025-12-16T15:00:34Z,@zaidananaotiti,D9jL8fLw-SI,Bohong......semua laporannya.tidak sesuai Deng an lauk Pauk nya pak.,2025-12-16T15:00:34Z,Merdeka,68.0,9.0,bohong semua lapor sesuai deng buah lauk pauk
2025-12-16T14:56:26Z,@onesetiawan3761,D9jL8fLw-SI,DiKadali sama kepala MBG prabowo percaya.,2025-12-16T14:56:26Z,Merdeka,41.0,6.0,kadal kepala prabowo percaya
2025-12-16T12:57:53Z,@indrawijaya2538,D9jL8fLw-SI,"Apa yg bisa di notice dari MBG,terus ahli gizi dari amerika datang",2025-12-16T12:57:53Z,Merdeka,66.0,12.0,notice terus pakar gizi amerika datang
2025-12-16T12:43:15Z,@JarnawiBukhari,D9jL8fLw-SI,"Program yg lebih byk mudharatnya, cuma bocah""beruban tsb tak ada yg berani bantah terhadap kebijakan presiden yg salah tsb..penjilat semua asal bpk senang..",2025-12-16T12:43:15Z,Merdeka,156.0,23.0,program lebih banyak mudharatnya bocah uban tsb tak berani bantah atur presiden salah tsb jilat semua asal bpk senang
2025-12-16T10:54:49Z,@MNur-u7m,D9jL8fLw-SI,BGN  hrs trs lanjut karna ini janji kapanye.trs perketat ke uangan karna klo urusan mkn uang nya besar 4 th dana nya bsa tuk beli jkt dan seisinya.,2025-12-16T10:54:49Z,Merdeka,147.0,28.0,bgn terus lanjut janji kapanye terus ketat uang urus makan uang besar 4 th dana beli jkt isi
2025-12-16T10:05:53Z,@nunungpancasetyarini613,D9jL8fLw-SI,PUJI TUHAN...semoga program mbg ini bisa berlangsung terus...selain bermanfaat buat anak2.ibu hamil dan menyusui..juga bermanfaat untuk masyarakat yg punya budidaya sayur2an maupun peternakan...sukses terus BGN..,2025-12-16T10:05:53Z,Merdeka,212.0,25.0,puji tuhan moga program langsung terus manfaat buat anak2 ibu hamil susu manfaat masyarakat punya budidaya sayur2an maupun terna sukses terus bgn
2025-12-16T07:52:18Z,@BromoFfoe,D9jL8fLw-SI,Cuma roti sama nasi kuning,2025-12-16T07:52:18Z,Merdeka,26.0,5.0,roti nasi kuning
2025-12-16T07:02:32Z,@choirulchoirul7859,D9jL8fLw-SI,apa MBG hanya untuk sekolah negeri..?,2025-12-16T07:02:32Z,Merdeka,37.0,6.0,sekolah negeri
2025-12-16T06:16:53Z,@AnastasiaHerlina-l8c,D9jL8fLw-SI,"MBG itu lebih baik di alokasikan ke kebutuhan seragam dan kebutuhan alat2 sekolah, itu lebih bermanfaat,kalau MBG itu berakhir di septiktank tapi kalau seragam dan alat sekolah bisa dipakai dlm jangka panjang.",2025-12-16T06:16:53Z,Merdeka,209.0,32.0,lebih baik alokasi butuh seragam butuh alat2 sekolah lebih manfaat akhir septiktank seragam alat sekolah pakai jangka lama
2025-12-16T06:11:58Z,@AnastasiaHerlina-l8c,D9jL8fLw-SI,"Memang BGN sangat tdk layak dikonsumsi anak2tk,SD di daerah2, masak dan menunya asal2an.",2025-12-16T06:11:58Z,Merdeka,88.0,13.0,memang bgn sangat layak konsumsi anak2tk sd daerah2 masak menu asal2an
2025-12-16T05:31:56Z,@sofygaruda8664,D9jL8fLw-SI,Klo nasi goreng sam telor gk usah MBG MBG aan oak presiden masyrkt yg kalangan bawah pun mampu..hitung aja telor sati bini berpaa.beras beras dlam satu piring Untung banyak anak buah nya bapak ini bapak cek ini...bocor besar itu pam presiden,2025-12-16T05:31:56Z,Merdeka,241.0,41.0,nasi goreng sam telur perlu aan oak presiden masyrkt golong bawah hitung telur sat bini berpaa beras beras dlam satu piring untung banyak anak buah periksa bocor besar pam presiden
2025-12-16T05:26:03Z,@did-ai3617,D9jL8fLw-SI,hah? makan 1 lele?,2025-12-16T05:26:03Z,Merdeka,18.0,4.0,hah makan 1 ikan lele
2025-12-16T04:37:51Z,@noefirman7514,D9jL8fLw-SI,"MBG ga akan sustain klo ""maen-maen"" kayak gini terus..",2025-12-16T04:37:51Z,Merdeka,54.0,9.0,sustain main main gin terus
2025-12-16T04:25:50Z,@Subiyakto-l9u,D9jL8fLw-SI,ayo dukung MBG ...bravo pak prabowo..,2025-12-16T04:25:50Z,Merdeka,37.0,6.0,ayo dukung bravo prabowo
2025-12-16T04:19:25Z,@iyarkustiar123A,D9jL8fLw-SI,"Kenapa di daerah saya,,ikan nila tidak bisa masuk ke menu MBG ya,?,aneh.padahal ikan juga termasuk produk ketahanan pangan.alasannya harga nya tidak masuk,kemahalan, bukannya anggaran nya dari negara?,jangan2 nyari untung yg lebih, tolong pa presiden, mohon dikaji ulang,mengingat menu mbg yg sy liat,,daging ayam terus,telor terus.ikan malah blm pernah saya lihat di menu mbg.",2025-12-16T04:19:25Z,Merdeka,377.0,53.0,daerah ikan nila masuk menu aneh padahal ikan masuk produk tahan pangan alas harga masuk mahal bukan anggar negara jangan2 cari untung lebih mohon bantu pa presiden mohon kaji ulang ingat menu lihat daging ayam terus telur terus ikan malah pernah lihat menu
2025-12-16T04:06:26Z,@istiqomah751,D9jL8fLw-SI,MBG  belum berguna dan belum menyentuh akar masalh sesunhguhnya....malah  tempat korupsi .dan MBG tidak menumbuhkan UMKM krn mbg hanya di kuasai orang2  yg dekat dengan kekuasaan....evaluasi lahi mbg krn tiada guna habis2in anggaran..rakyat yg dilanda bencana lebih butuh...,2025-12-16T04:06:26Z,Merdeka,274.0,38.0,guna sentuh akar masalh sesunhguhnya malah tempat korupsi tumbuh umkm kuasa orang2 dekat kuasa evaluasi lah tiada habis2in anggar rakyat landa bencana lebih butuh
2025-12-16T03:56:17Z,@abdulgofur123,D9jL8fLw-SI,Daging nya jangan Sampay diselewengkan,2025-12-16T03:56:17Z,Merdeka,38.0,5.0,daging jangan sampay seleweng
2025-12-16T03:50:45Z,@riduanpakpahan4840,D9jL8fLw-SI,Hanya kuantitas yang ditonjolkan,2025-12-16T03:50:45Z,Merdeka,32.0,4.0,kuantitas tonjol
2025-12-16T03:43:42Z,@DaseSupendi,D9jL8fLw-SI,Bgn. Harus nya di berikan pada murid org tua nya miskin aja.,2025-12-16T03:43:42Z,Merdeka,60.0,12.0,bgn ikan murid org tua miskin
2025-12-16T03:33:14Z,@khafidzanwar,D9jL8fLw-SI,Ko tidak mencerminkan kondisi di SPPG pada umumnya ???,2025-12-16T03:33:14Z,Merdeka,54.0,9.0,cermin kondisi sppg umum
2025-12-16T03:31:52Z,@DwiMulyatmi,D9jL8fLw-SI,"Nasi goreng telor ceplok itu ya Podo Karo sarapane si miskin di rumah.
Yooh, ya bangeten lah...",2025-12-16T03:32:20Z,Merdeka,95.0,17.0,nasi goreng telur ceplok podo karo sarapane miskin rumah yooh bangeten
2025-12-16T03:06:29Z,@novinara9971,D9jL8fLw-SI,Pembagian BGN utk Balita di bagikan dengan kader di desa” dibungkus dengan plastik biasa. Apakah SOP nya memang begitu ya?,2025-12-16T03:06:29Z,Merdeka,122.0,20.0,bagi bgn balita bagi kader desa bungkus plastik lumrah sop memang
2025-12-16T02:54:32Z,@naufalpamer2kali829,D9jL8fLw-SI,Ngga pernah ada lele pak di makanannya cuman mi telor ngga pernah ada ayam juga bapak itu bohong pak presiden soalnya aku punya anak dapat mbg itu bohong,2025-12-16T02:54:32Z,Merdeka,153.0,28.0,pernah ikan lele makan mi telur pernah ayam bohong presiden soal punya anak bohong
2025-12-16T02:48:52Z,@naufalpamer2kali829,D9jL8fLw-SI,"Makanan mbg ngga penting lagian makanannya ngga layak buang"" angaran aja pending angaranya buat nurunin bahan pokok itu penting buat masarakat kecil bahan pokok imahal semua mana mentri perdagangan nya saya seorang ibu menjerit apa aja mahal",2025-12-16T02:48:52Z,Merdeka,241.0,37.0,makan penting lagi makan layak buang anggar pending angaranya buat nurunin bahan pokok penting buat masarakat kecil bahan pokok imahal semua tri dagang orang ibu jerit mahal
2025-12-16T02:33:41Z,@Hobipedas90,D9jL8fLw-SI,"Laporan hoax
Di mataram lombok NTB ga setiap hari makan buah,susu juga ga tiap hari di kasi,,,,
Palsu semoa laporan nya",2025-12-16T02:33:41Z,Merdeka,119.0,21.0,lapor hoax mataram lombok ntb hari makan buah susu tiap hari palsu moa lapor
2025-12-16T02:30:56Z,@akbartempeh4723,D9jL8fLw-SI,"Alhamdulilah desil 1 gak pernah dapat PKH BPNT, anak  saya dapat MBG.",2025-12-16T02:30:56Z,Merdeka,69.0,12.0,alhamdulilah desil 1 pernah pkh bpnt anak
2025-12-16T02:27:48Z,@sandinurwahid-b5d,D9jL8fLw-SI,"bicara depan presiden begini.. fakta nya miris woeyy... cek dong ke level bawah, kadang2 w pengen jadi intel kabinet merah putih yg di tugaskan di daerah2 untuk melihat sesuatu program itu berjalan & tidak nyaa... jengkel lihat nya",2025-12-16T02:27:48Z,Merdeka,231.0,38.0,bicara depan presiden begini fakta miris woeyy periksa level bawah kadang2 w intel kabinet merah putih tugas daerah2 lihat program jalan nyaa jengkel lihat
2025-12-16T02:23:38Z,@Petani_kebumen,D9jL8fLw-SI,"Satu ekor lele, tapi seukuran kecebong,, coba bapak sering sidak",2025-12-16T02:23:38Z,Merdeka,64.0,10.0,satu ekor ikan lele ukur kecebong coba sering sidak
2025-12-16T02:23:24Z,@budirahmat2868,D9jL8fLw-SI,"System rekrutmen pegawai MBG harus di monotoring Evaluasi kembali lakukan ujian test dengan ketat, jangan mentang2 orang terdekat bisa diloloskan saja tanpa kompetensinya.",2025-12-16T02:23:24Z,Merdeka,171.0,23.0,system rekrutmen pegawai monotoring evaluasi laku uji test ketat jangan mentang2 orang dekat lolos kompetensi
2025-12-16T02:14:57Z,@nurkayadi932,D9jL8fLw-SI,"Order snak ke UMKM dgn harga yg murah,di jual dgn harga yg tinggi.bangkrutlah UMKM bagemana mau bergizi .",2025-12-16T02:14:57Z,Merdeka,105.0,18.0,order snak umkm dgn harga murah jual dgn harga tinggi bangkrut umkm bagemana gizi
2025-12-16T02:11:59Z,@sondangmanurung4931,D9jL8fLw-SI,Kehadiran MBG menaikkan harga telor..,2025-12-16T02:11:59Z,Merdeka,37.0,5.0,hadir tingkat harga telur
2025-12-16T02:06:49Z,@GatotSustianto,D9jL8fLw-SI,"Mereka Bohong Pk Presiden, MTSN 32 Jakarta Selatan saja, Sampai Hari ini 16 desember 25 Belum juga Mendapatkan MBG, Di Jakarta saja Sampai pertengahan Desember 25 Belum Kebagian MBG , Apalagi 
Sekolah yg berada dipelosok negeri.
Pasti Banyak Laporan Fiktif Seperti yg ditemukan ibu Gubernur Sherly, 60 000 siswa diMalut yg ternyat laporannya palsu.
Harus diAudit ketua Badan GisiNasional ada indikasi Penyelewengan.",2025-12-16T02:06:49Z,Merdeka,415.0,62.0,bohong pk presiden mtsn 32 jakarta selatan hari 16 desember 25 dapat jakarta tengah desember 25 bagi sekolah ada pelosok negeri banyak lapor fiktif temu ibu gubernur sherly 60 000 siswa dimalut ternyat lapor palsu audit ketua badan gisinasional indikasi seleweng
2025-12-16T01:54:58Z,@fideliajuniatiwulandari8726,D9jL8fLw-SI,"Banyak pro dan kontra soal program dri pak presiden, namanya juga manusia ada yg suka dan tidak suka,  tapi sebelum menghujat cobala kalian pikir kan setelah berdiri nya mbg org yg nganggur jdi dapat kerjaan krna mbg tidak memandang usia, coba tanya anak kalian yg udh selesai kuliah apa syarat yang di minta kantor² lain pasti umur, pendidikan, dan pengalaman, tapi di mbg semua org bisa diterima, kecuali supir krna mereka wajib pengalaman, tapii untuk bagian yg lain semua org bisa, selain memberikan gizi optimal untuk anak sekolah, mbg juga membuka lapangan pekerjaan, untuk anak yg gamau makan itu krna kurang edukasi dri org tua, kurang edukasi dri daerah setempat, dan kebiasaan atau parenting org tua yg kurang, contoh soal makan sayur Banyak anak zaman Skrang suka jungfood dll pdhl gatau efek nya seperti apa, mbg berusaha memberikan makanan yg segar, sayur buah dll, semoga kita semua sama² bersyukur yaa",2025-12-16T01:54:58Z,Merdeka,916.0,150.0,banyak pro kontra soal program dri presiden nama manusia suka suka hujat cobala renung kan diri org anggur kerja krna pandang usia coba tanya anak kuliah syarat minta kantor umur didik alam semua org terima supir krna wajib alam tapi bagi semua org beri gizi optimal anak sekolah buka lapang kerja anak mau makan krna cukup edukasi dri org tua cukup edukasi dri daerah tempat biasa parenting org tua cukup contoh soal makan sayur banyak anak zaman skrang suka jungfood lainlain pdhl tahu efek usaha beri makan segar sayur buah lainlain moga semua syukur
2025-12-16T01:48:37Z,@alkenja8244,D9jL8fLw-SI,"Pak, ijin di SDN Pulogadung 01 MBG nya dikasih salak terus buahnya hampir setiap hari, jadi buat lemparan anak2 dikelas, dan ayam gorengnya kecil dan keras, mohon disidak Pak dapur MBG nya",2025-12-16T01:48:37Z,Merdeka,188.0,32.0,izin sdn pulogadung 01 beri salak terus buah hampir hari buat lempar anak2 kelas ayam goreng kecil keras mohon disidak dapur
2025-12-16T01:40:38Z,@SiamPedet,D9jL8fLw-SI,MBG bukanya semakin baik malah cuma jadi sarang bencana,2025-12-16T01:40:38Z,Merdeka,55.0,9.0,buka makin baik malah sarang bencana
2025-12-16T00:36:42Z,@budirasito3335,D9jL8fLw-SI,UMKM mati semua apalagi ribuan rumah makan bangkruttt....gilaaaaa,2025-12-16T00:36:42Z,Merdeka,65.0,8.0,umkm mati semua ribu rumah makan bangkruttt gilaaaaa
